scores,avg_score,types,date,room,useful,comments
,,,,,,住了很多次了性价比还是不错的服务质量也不错
,,,,,,还行br以后还会过来住
,,,,,,住过很多次了性价比还是很不错的
,,,,,,第一次来大连经济开发区，酒店位置不错，就是房间有点小。早饭很好。
,,,,,,第二次入住，环境不错，早餐挺好
,,,,,,房间比较小了，不过还是挺干净的，跟快捷酒店不同，需要交押金的了！
,,,,,,哈哈哈哈哈哈哈哈哈哈哈
,,,,,,很好的一次体验酒店环境不错
,,商务出差,,,,啊啊啊啊啊啊啊啊啊啊啊啊啊啊
,,,,,,好！好！好！好！好！好！好！好！
,,,,,,酒店较为老旧。\n但是可以看出当年也是一家很不错的酒店。
,,,,,,挺干净，服务态度还可以。
,,,,,,楼层其它房间一关门都能给人震一惊 自己的门也跟着震 隔壁放电视都能听见也不知道是隔音不好还是隔壁放的声音太大 前台的服务员态度我只想说呵呵 
,,,,,,设施好，服务好，卫生好，位置也是黄金地区
,,,,,,位置不错，出行方便，性价比还行。
,,,,,,住着还是很舒服的，双床还是比较大的。比较满意。
,,,,,,酒店各方面都还行！！！！！！
,,,,,,干净整洁  位置好  好评
,,,,,,酒店位置还好，以前入住也不错，但是这次入住房间太味了，臭脚丫子味，实在受不了，
,,,,,,可以，如有需要继续入住吧
,,,,,,属于实用型的酒店，硬件设施有一定年代，但这不影响他闪亮✨的优点，还不错的体验
,,,,,,挺好的酒店，吃饭住宿都方便，而且还物超所值。超赞的是马桶，配备不错。下次到大连还住这里
,,,,,,设施齐全，卫生干净，适宜商务旅行。
,,,,,,酒店的位置性价比都很不错
,,商务出差,,,,可以 干净 整体可以！！！\n\n
,,,,,,住过好多次了位置和性价比很高的很不错
,,,,,,性价比还可以吧？！！！！
,,,,,,价格可以的，就是房间有点小。
,,商务出差,,,,非常的满意，尤其是客房设施和卫生。服务也好。\n\n
,,,,,,酒店性价比很高，周边交通也方便，赞一个。
,,,,,,入住好，服务好，环境好
,,,,,,酒店设施陈旧，房间太小了，有点象快捷酒店，周围环境不错。
,,,,,,价廉物美，很不错的.........
,,,,,,前台服务员态度差，像欠她钱似的！税费高达20%
,,,,,,前台服务员态度差，像欠她钱似的！
,,商务出差,,,,还不错，有餐饮服务，晚上9点来了餐厅还给做饭，不错。\n\n
,,,,,,酒店卫生，设施都可以，唯有前台接待服务较差
,,,,,,住了好多次了性价比很高服务也很好
,,其它,,,,不错的酒店，老人也满意，价格公道
,,其它,,,,很好 开始空调开小了 冻着了 后来挺好的
,,,,,,房间明亮宽敞而且设施齐全
,,,,,,很不错，尤其早餐很丰富。
,,,,,,可以，以后继续入住的
,,,,,,设施比较完善，房间服务人员很热情，前台服务略生硬。
,,,,,,还不错哦，住起来很安静哦
,,其它,,,,太差。不会选择。差到极差。
,,商务出差,,,,服务态度很好，遇到问题帮忙解决掉了！结果很满意
,,商务出差,,,,酒店一般！有点老！！
,,,,,,地理环境挺好，早餐挺好
,,,,,,装修太简单，没有新的装修，风格挺土
,,,,,,地点不错，早餐丰富，有免费矿泉水，性价比高，推荐
,,,,,,住过很多次了性价比很高的
,,,,,,真心不错下次还会入住。。
,,,,,,酒店很破，房间很小，价格高！
,,,,,,酒店除了位置好，其他都太差了
,,商务出差,,,,一般情况，酒店年龄大了、
,,,,,,酒店为艺龙留的房间超差！
,,,,,,酒店设施有点陈旧了，不过打车比较方便
,,情侣出游,,,,客房整洁、就是物品旧了些、地点很方便。
,,,,,,还可以吧 撑死3星 其他的一般
,,其它,,,,给5分。环境好，服务很贴心。
,,,,,,红红火火恍恍惚惚和红红火火
,,,,,,和红红火火恍恍惚惚哈哈
,,,,,,挺好的酒店，早餐不错，种类繁多。
,,,,,,交通便利，有年头的酒店，但设施还比较新
,,,,,,酒店比较有年代感，设施还算很新。早餐略贵，38一位
,,,,,,很不错，性价比很高，下次来大连再选这个地方
,,其它,,,,房间虽然不太大，但比较干爽干净，不错
,,,,,,位置不错，交通方便，周边吃的也很多，只是房间有点小。
,,,,,,酒店位置很好，交通方便，也很有档次，只是房间偏小了点。
,,,,,,酒店设施比较老了，门前停车位还够多，停车方便，旁边就是永和豆浆，对于无早的房型，吃早餐比较方便卫生。
,,,,,,还行人不齐就去了几个
,,其它,,,,房间还不错，除了地毯的卫生不是很干净，其它都不错
,,商务出差,,,,酒店早餐丰富，非常好，推荐。
,,其它,,,,客房电话打了半天没有人接，后来打了前台前台说马上要客房过来结果一直没反应
,,,,,,之前住过她家酒店，而且商务出行需要住很久，还不给优惠，房间超级小，桌子后面一米就是洗手间。没有早点还过不去人，住着一点心情都没有
,,商务出差,,,,总体还不错，就是房间有点小
,,商务出差,,,,前台服务员见面就要求办卡，没办卡她不高兴，服务态度就不好。
,,,,,,总体不错   下次来还会入住
,,商务出差,,,,整体还好 安静 人少 开发区医院很近
,,,,,,挺好的，价格实惠....
,,,,,,老牌酒店了，设施相对比较陈旧，早餐和服务中规中矩。。。。
,,,,,,好好好 安静卫生 满意
,,,,,,酒店设施不错，性价比高，附近吃饭方便。
,,,,,,就哼哼唧唧叫斤斤计较好好好好好好家
,,,,,,好好好好好好好好好好好好
,,,,,,好好好好好好好好好好好
,,,,,,很好，周围有很多吃的地方。
,,,,,,环境不错安静不错不错
,,其它,,,,地理位置很好，服务也不错
,,,,,,条件不错，位置较好，服务也好，房间小了点。早餐不错
,,,,,,酒店设施很好位置也好交通便利价格合理。前台服务人员态度也好。
,,,,,,挺不错的，二线城市的酒店一线的管理
,,,,,,酒店不错，干净卫生，周围饭店很多，价格实惠
,,,,,,挺好的，非常干净，服务态度也非常不错。
,,,,,,服务还好，停车方便。
,,,,,,卫生间门不好 房间超小还199……性价比不高
,,,,,,比想象中的 挺好～很干净
,,,,,,位置好，早餐丰盛又非常精致。周围餐饮方便，值得推荐。
,,其它,,,,交通便利，服务满意，环境可以
,,其它,,,,交通便利，服务满意，环境可以
,,其它,,,,交通便利，服务满意，环境可以
,,其它,,,,交通便利，服务满意，环境可以
,,其它,,,,交通便利，服务满意，环境可以
,,其它,,,,交通便利，服务满意，环境可以
,,情侣出游,,,,下次还会光顾，5分。
,,,,,,某KKK里咯墨迹来了的具体咯
,,,,,,安静，就是有人打电话撩汉，蓝瘦
,,,,,,房间不是很大，但是设施很好，价格公道，早餐也不错👌
,,,,,,酒店环境不错，下次再光临
,,,,,,服务很好，设施一般，价格有点高。
,,,,,,干净，升级了房间。非常满意
,,,,,,还不错，性价比可以，靠窗的好，挺安静，早餐每天都差不多，不过还算丰盛，性价比较高
,,,,,,总体来说还不错，性价比可以的
,,,,,,房间干净，服务周到，很好。
,,,,,,交通和地点很不错，值得推荐。
,,,,,,非常舒服  环境还好  物美价廉
,,,,,,酒店位置好，干净卫生，服务项目及设施齐全，值得推荐！
,,,,,,房间新装修，设施很新。餐厅的东西很不错，符合东北口味！房间隔音不太好，你懂得！
,,,,,,位置不错，离步行街很近，吃饭很方便
,,,,,,服务很好，虽然要上台阶，但是风景也不错啊，我比较喜欢这个格局的设计，忘记东西在酒店里，隔了一周去取都保存得很好，衣服还帮洗了
,,情侣出游,,,,大床房卫生间不规划 淋浴时候整个卫生间成了海洋  别的都挺好
,,,,,,住20天，打印发票比较慢，赶飞机的朋友提前半小时比较妥当。或提前于酒店沟通。
,,,,,,房间很小，洗手间转身都有点费劲，卫浴用品很好
,,,,,,和以前没区别价格合理环境还不错
,,,,,,酒店虽然有些年头，但设施还不错，服务也好，价格合适物超所值。
,,,,,,总体来说还是不错的，279的豪华单人间，一个人住够用，早餐只有中餐，每天都一样，不算丰盛但也够吃了，要西餐没有。
,,,,,,环境清静，内部设施蛮好，态度很好
,,其它,,,,环境优，早餐质量.味道很好，品种多样。服务也好。不二的选择
,,,,,,位置很好服务周到热情
,,,,,,在十一黄金周能有这样的酒店就已经很幸运了
,,,,,,商务出差，离工厂不远，还是很方便的。机场到酒店坐出租车九十元。酒店旁边有个牛肉汤，里面的牛肉汤好好吃，下次出差还住这个酒店
,,,,,,酒店设施一般，价格偏高，早餐质量有待提高。
,,,,,,特价房太小太旧了，除了价格低，没别的。
,,,,,,住过几次。感觉还可以。下次继续
,,,,,,酒店不错。 下次会继续入住！QQq
,,,,,,一直住价格合理房间还不错早餐也很好。。但是不赠送了。。
,,,,,,清静、整洁、较舒适、性介比高。
,,,,,,环境一般，太老旧了 有年头了服务也不到位，整体感觉下次不想住了
,,,,,,有点旧，整体还可以，赶在夏天去大连，这个价位还可以
,,,,,,太小了，房间好小好小
,,,,,,服务很好，出行方便。早餐差点，性价比不高。
,,商务出差,,,,我很少评论酒店不好，但这个酒店真**差，硬件差不说，最重要是服务太**差了，住了3天，第一晚晚上入住的，住的标间，洗手间太小的原因，门打到胳膊2次，后面每次总用脚抵着才安全；第二天发现电脑不能上网联系客服中心通知人过来，等了半个多小时都没人来，肚子饿的顶不住出去了；第三天请人过来处理好了。第三天晚上，酒店服务人员不知是什么原因凌晨12点多挪桌子、聊天到凌晨3点多（我都要疯了），还有，早上退房花了25分钟。保安看到顾客拿了东西不方便开门让他帮忙开下，瞅了一眼手上的东西说：你让司机帮你开。Kao！
,,,,,,交通方便，洗澡水好，价格适中
,,,,,,很好，性价比高。值得入住
,,其它,,,,不算太好，爬楼好麻烦，不给换房间，差评差评
,,其它,,,,装修精美，住的舒心。遗憾的是隔音较差。
,,,,,,不错。不错。不错。不错。
,,其它,,,,环境赞，早上客房服务在走廊有点吵，不能睡懒觉
,,,,,,房间很好，前台接待热情。
,,,,,,酒店很整洁干净态度也很好的
,,,,,,额，住的像阁楼一样的地方，
,,商务出差,,,,房间与网上订房的实质相差太远，房间空调制冷很差，隔音效果不好。
,,,,,,酒店真的很好！下次还去这家酒店
,,,,,,就是方便下楼饭店好多
,,,,,,还不错了就是不给早餐了。。
,,其它,,,,5分\n因一晚停2次电；电视节目频道混乱。
,,,,,,给的顶楼的拐角，不规则形状，没窗帘。然后自来水有点脏。其余挺好！！
,,,,,,安静，浴缸干净舒服。
,,,,,,第二次入住，相比第一次房间要好些
,,其它,,,,入住受理快，环境好，交通方便。但是不提供早餐
,,情侣出游,,,,这是酒店嘛？？这不是小旅馆嘛？除了一张床基本就没地方了，这是我住过最烂的酒店了
,,,,,,服务很好 很贴心范围 星级酒店确实可以
,,,,,,还不错哦比以前好很多。。
